Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
its-B09_S217_L001_R1_001	(18.0, 4.0)	(19.0, 5.0)	(20.0, 51.0)	(21.0, 148.0)	(22.0, 469.0)	(23.0, 1280.0)	(24.0, 2767.0)	(25.0, 5367.0)	(26.0, 9307.0)	(27.0, 14123.0)	(28.0, 20422.0)	(29.0, 27934.0)	(30.0, 36386.0)	(31.0, 49311.0)	(32.0, 63337.0)	(33.0, 79276.0)	(34.0, 113660.0)	(35.0, 167173.0)	(36.0, 73679.0)	(37.0, 116.0)																
its-B09_S217_L001_R2_001	(12.0, 4.0)	(13.0, 68.0)	(14.0, 166.0)	(15.0, 202.0)	(16.0, 175.0)	(17.0, 169.0)	(18.0, 125.0)	(19.0, 139.0)	(20.0, 215.0)	(21.0, 270.0)	(22.0, 406.0)	(23.0, 716.0)	(24.0, 1342.0)	(25.0, 2460.0)	(26.0, 4172.0)	(27.0, 6705.0)	(28.0, 10030.0)	(29.0, 15620.0)	(30.0, 23269.0)	(31.0, 33802.0)	(32.0, 45930.0)	(33.0, 63188.0)	(34.0, 98297.0)	(35.0, 190735.0)	(36.0, 166453.0)	(37.0, 157.0)										
its-B10_S225_L001_R1_001	(17.0, 1.0)	(18.0, 1.0)	(19.0, 8.0)	(20.0, 28.0)	(21.0, 162.0)	(22.0, 467.0)	(23.0, 1231.0)	(24.0, 2838.0)	(25.0, 5369.0)	(26.0, 8540.0)	(27.0, 12881.0)	(28.0, 17896.0)	(29.0, 24406.0)	(30.0, 32863.0)	(31.0, 44205.0)	(32.0, 61275.0)	(33.0, 80040.0)	(34.0, 107075.0)	(35.0, 188337.0)	(36.0, 198416.0)	(37.0, 495.0)															
its-B10_S225_L001_R2_001	(12.0, 3.0)	(13.0, 41.0)	(14.0, 157.0)	(15.0, 202.0)	(16.0, 193.0)	(17.0, 167.0)	(18.0, 156.0)	(19.0, 177.0)	(20.0, 283.0)	(21.0, 536.0)	(22.0, 1010.0)	(23.0, 2002.0)	(24.0, 4005.0)	(25.0, 6470.0)	(26.0, 9698.0)	(27.0, 13295.0)	(28.0, 17847.0)	(29.0, 23110.0)	(30.0, 30746.0)	(31.0, 41412.0)	(32.0, 53795.0)	(33.0, 70509.0)	(34.0, 103630.0)	(35.0, 198035.0)	(36.0, 208831.0)	(37.0, 224.0)										
its-B11_S233_L001_R1_001	(18.0, 1.0)	(19.0, 1.0)	(20.0, 16.0)	(21.0, 72.0)	(22.0, 272.0)	(23.0, 834.0)	(24.0, 2162.0)	(25.0, 4374.0)	(26.0, 7802.0)	(27.0, 12421.0)	(28.0, 18103.0)	(29.0, 24768.0)	(30.0, 32600.0)	(31.0, 42660.0)	(32.0, 56841.0)	(33.0, 79303.0)	(34.0, 113498.0)	(35.0, 206922.0)	(36.0, 259227.0)	(37.0, 836.0)																
its-B11_S233_L001_R2_001	(12.0, 15.0)	(13.0, 111.0)	(14.0, 213.0)	(15.0, 224.0)	(16.0, 194.0)	(17.0, 190.0)	(18.0, 161.0)	(19.0, 220.0)	(20.0, 292.0)	(21.0, 574.0)	(22.0, 1111.0)	(23.0, 2276.0)	(24.0, 4585.0)	(25.0, 7870.0)	(26.0, 11502.0)	(27.0, 16021.0)	(28.0, 21081.0)	(29.0, 27338.0)	(30.0, 35098.0)	(31.0, 46208.0)	(32.0, 61233.0)	(33.0, 80774.0)	(34.0, 114666.0)	(35.0, 241350.0)	(36.0, 189086.0)	(37.0, 320.0)										
its-B12_S241_L001_R1_001	(16.0, 1.0)	(17.0, 0.0)	(18.0, 8.0)	(19.0, 18.0)	(20.0, 99.0)	(21.0, 387.0)	(22.0, 1140.0)	(23.0, 2816.0)	(24.0, 5882.0)	(25.0, 10223.0)	(26.0, 15337.0)	(27.0, 21430.0)	(28.0, 28819.0)	(29.0, 38634.0)	(30.0, 47435.0)	(31.0, 60724.0)	(32.0, 84508.0)	(33.0, 112429.0)	(34.0, 127702.0)	(35.0, 120189.0)	(36.0, 174285.0)	(37.0, 1023.0)														
its-B12_S241_L001_R2_001	(12.0, 10.0)	(13.0, 76.0)	(14.0, 174.0)	(15.0, 232.0)	(16.0, 189.0)	(17.0, 194.0)	(18.0, 190.0)	(19.0, 236.0)	(20.0, 350.0)	(21.0, 631.0)	(22.0, 1395.0)	(23.0, 2612.0)	(24.0, 4932.0)	(25.0, 7769.0)	(26.0, 11129.0)	(27.0, 15168.0)	(28.0, 19787.0)	(29.0, 25791.0)	(30.0, 35082.0)	(31.0, 46744.0)	(32.0, 57249.0)	(33.0, 72179.0)	(34.0, 100676.0)	(35.0, 211222.0)	(36.0, 238666.0)	(37.0, 406.0)										
its-C01_S154_L001_R1_001	(2.0, 1.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 1.0)	(19.0, 3.0)	(20.0, 30.0)	(21.0, 125.0)	(22.0, 500.0)	(23.0, 1465.0)	(24.0, 3524.0)	(25.0, 6626.0)	(26.0, 10960.0)	(27.0, 15660.0)	(28.0, 21696.0)	(29.0, 28670.0)	(30.0, 37522.0)	(31.0, 49096.0)	(32.0, 63522.0)	(33.0, 86475.0)	(34.0, 127186.0)	(35.0, 203858.0)	(36.0, 233408.0)	(37.0, 630.0)
its-C01_S154_L001_R2_001	(2.0, 1.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 15.0)	(13.0, 142.0)	(14.0, 218.0)	(15.0, 235.0)	(16.0, 193.0)	(17.0, 158.0)	(18.0, 204.0)	(19.0, 331.0)	(20.0, 542.0)	(21.0, 941.0)	(22.0, 1593.0)	(23.0, 3013.0)	(24.0, 5394.0)	(25.0, 8609.0)	(26.0, 12382.0)	(27.0, 16671.0)	(28.0, 21607.0)	(29.0, 28026.0)	(30.0, 35934.0)	(31.0, 47300.0)	(32.0, 61491.0)	(33.0, 80338.0)	(34.0, 116879.0)	(35.0, 252311.0)	(36.0, 196170.0)	(37.0, 260.0)
its-C02_S162_L001_R1_001	(2.0, 4.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 1.0)	(18.0, 1.0)	(19.0, 9.0)	(20.0, 41.0)	(21.0, 207.0)	(22.0, 720.0)	(23.0, 2094.0)	(24.0, 4675.0)	(25.0, 8711.0)	(26.0, 13601.0)	(27.0, 19202.0)	(28.0, 26029.0)	(29.0, 33825.0)	(30.0, 43605.0)	(31.0, 56043.0)	(32.0, 72530.0)	(33.0, 97942.0)	(34.0, 141028.0)	(35.0, 228368.0)	(36.0, 223269.0)	(37.0, 1123.0)
its-C02_S162_L001_R2_001	(2.0, 4.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 13.0)	(13.0, 123.0)	(14.0, 228.0)	(15.0, 266.0)	(16.0, 205.0)	(17.0, 196.0)	(18.0, 272.0)	(19.0, 362.0)	(20.0, 648.0)	(21.0, 1152.0)	(22.0, 1951.0)	(23.0, 3583.0)	(24.0, 5971.0)	(25.0, 9242.0)	(26.0, 13142.0)	(27.0, 17495.0)	(28.0, 22646.0)	(29.0, 29085.0)	(30.0, 37627.0)	(31.0, 50173.0)	(32.0, 66588.0)	(33.0, 88083.0)	(34.0, 123133.0)	(35.0, 257889.0)	(36.0, 242361.0)	(37.0, 590.0)
its-C03_S170_L001_R1_001	(2.0, 3.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 2.0)	(19.0, 10.0)	(20.0, 62.0)	(21.0, 302.0)	(22.0, 1093.0)	(23.0, 2781.0)	(24.0, 6003.0)	(25.0, 10706.0)	(26.0, 15829.0)	(27.0, 21141.0)	(28.0, 26821.0)	(29.0, 33544.0)	(30.0, 40924.0)	(31.0, 50903.0)	(32.0, 64383.0)	(33.0, 85542.0)	(34.0, 122407.0)	(35.0, 183535.0)	(36.0, 97100.0)	(37.0, 552.0)
its-C03_S170_L001_R2_001	(2.0, 3.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 4.0)	(13.0, 82.0)	(14.0, 154.0)	(15.0, 160.0)	(16.0, 149.0)	(17.0, 156.0)	(18.0, 147.0)	(19.0, 201.0)	(20.0, 326.0)	(21.0, 526.0)	(22.0, 1008.0)	(23.0, 2116.0)	(24.0, 3753.0)	(25.0, 5986.0)	(26.0, 8816.0)	(27.0, 12283.0)	(28.0, 16436.0)	(29.0, 22527.0)	(30.0, 29743.0)	(31.0, 40148.0)	(32.0, 55014.0)	(33.0, 76384.0)	(34.0, 111615.0)	(35.0, 209042.0)	(36.0, 166497.0)	(37.0, 367.0)
its-C04_S178_L001_R1_001	(18.0, 2.0)	(19.0, 2.0)	(20.0, 52.0)	(21.0, 204.0)	(22.0, 719.0)	(23.0, 2002.0)	(24.0, 4558.0)	(25.0, 8746.0)	(26.0, 14085.0)	(27.0, 20454.0)	(28.0, 27634.0)	(29.0, 36456.0)	(30.0, 46945.0)	(31.0, 60257.0)	(32.0, 78236.0)	(33.0, 99828.0)	(34.0, 128423.0)	(35.0, 193356.0)	(36.0, 176055.0)	(37.0, 204.0)																
its-C04_S178_L001_R2_001	(12.0, 14.0)	(13.0, 101.0)	(14.0, 227.0)	(15.0, 218.0)	(16.0, 204.0)	(17.0, 181.0)	(18.0, 182.0)	(19.0, 232.0)	(20.0, 273.0)	(21.0, 443.0)	(22.0, 894.0)	(23.0, 1809.0)	(24.0, 3646.0)	(25.0, 6378.0)	(26.0, 9800.0)	(27.0, 14252.0)	(28.0, 18914.0)	(29.0, 25771.0)	(30.0, 34466.0)	(31.0, 47258.0)	(32.0, 62767.0)	(33.0, 82678.0)	(34.0, 117958.0)	(35.0, 252572.0)	(36.0, 216811.0)	(37.0, 169.0)										
its-C05_S186_L001_R1_001	(16.0, 1.0)	(17.0, 1.0)	(18.0, 1.0)	(19.0, 6.0)	(20.0, 17.0)	(21.0, 76.0)	(22.0, 317.0)	(23.0, 1029.0)	(24.0, 2765.0)	(25.0, 5275.0)	(26.0, 8902.0)	(27.0, 13168.0)	(28.0, 19096.0)	(29.0, 26349.0)	(30.0, 36057.0)	(31.0, 48903.0)	(32.0, 68169.0)	(33.0, 109805.0)	(34.0, 179027.0)	(35.0, 107844.0)	(36.0, 109054.0)	(37.0, 229.0)														
its-C05_S186_L001_R2_001	(12.0, 17.0)	(13.0, 122.0)	(14.0, 175.0)	(15.0, 165.0)	(16.0, 146.0)	(17.0, 145.0)	(18.0, 152.0)	(19.0, 173.0)	(20.0, 243.0)	(21.0, 436.0)	(22.0, 847.0)	(23.0, 1992.0)	(24.0, 3965.0)	(25.0, 6822.0)	(26.0, 9992.0)	(27.0, 13809.0)	(28.0, 18282.0)	(29.0, 23774.0)	(30.0, 30620.0)	(31.0, 40415.0)	(32.0, 53957.0)	(33.0, 71378.0)	(34.0, 105647.0)	(35.0, 216669.0)	(36.0, 135985.0)	(37.0, 163.0)										
its-C06_S194_L001_R1_001	(19.0, 7.0)	(20.0, 27.0)	(21.0, 139.0)	(22.0, 529.0)	(23.0, 1494.0)	(24.0, 3516.0)	(25.0, 6450.0)	(26.0, 10151.0)	(27.0, 14887.0)	(28.0, 20587.0)	(29.0, 26721.0)	(30.0, 33641.0)	(31.0, 43356.0)	(32.0, 56659.0)	(33.0, 75922.0)	(34.0, 108506.0)	(35.0, 208210.0)	(36.0, 232014.0)	(37.0, 328.0)																	
its-C06_S194_L001_R2_001	(12.0, 11.0)	(13.0, 86.0)	(14.0, 165.0)	(15.0, 192.0)	(16.0, 205.0)	(17.0, 169.0)	(18.0, 166.0)	(19.0, 203.0)	(20.0, 288.0)	(21.0, 469.0)	(22.0, 777.0)	(23.0, 1625.0)	(24.0, 2987.0)	(25.0, 5000.0)	(26.0, 7865.0)	(27.0, 11876.0)	(28.0, 17147.0)	(29.0, 24230.0)	(30.0, 33403.0)	(31.0, 45966.0)	(32.0, 59778.0)	(33.0, 77403.0)	(34.0, 113892.0)	(35.0, 243480.0)	(36.0, 195611.0)	(37.0, 150.0)										
its-C07_S202_L001_R1_001	(19.0, 5.0)	(20.0, 18.0)	(21.0, 64.0)	(22.0, 237.0)	(23.0, 767.0)	(24.0, 2017.0)	(25.0, 4193.0)	(26.0, 6973.0)	(27.0, 11160.0)	(28.0, 15901.0)	(29.0, 21539.0)	(30.0, 28174.0)	(31.0, 36544.0)	(32.0, 47781.0)	(33.0, 65700.0)	(34.0, 95852.0)	(35.0, 187876.0)	(36.0, 205738.0)	(37.0, 414.0)																	
its-C07_S202_L001_R2_001	(12.0, 13.0)	(13.0, 95.0)	(14.0, 169.0)	(15.0, 170.0)	(16.0, 147.0)	(17.0, 131.0)	(18.0, 128.0)	(19.0, 135.0)	(20.0, 207.0)	(21.0, 302.0)	(22.0, 536.0)	(23.0, 1165.0)	(24.0, 2261.0)	(25.0, 4163.0)	(26.0, 6995.0)	(27.0, 10658.0)	(28.0, 15561.0)	(29.0, 21252.0)	(30.0, 29564.0)	(31.0, 40701.0)	(32.0, 53823.0)	(33.0, 69089.0)	(34.0, 101850.0)	(35.0, 220671.0)	(36.0, 150982.0)	(37.0, 185.0)										
its-C08_S210_L001_R1_001	(18.0, 1.0)	(19.0, 4.0)	(20.0, 21.0)	(21.0, 119.0)	(22.0, 428.0)	(23.0, 1368.0)	(24.0, 3525.0)	(25.0, 6793.0)	(26.0, 10763.0)	(27.0, 14813.0)	(28.0, 18859.0)	(29.0, 22901.0)	(30.0, 27722.0)	(31.0, 34555.0)	(32.0, 43724.0)	(33.0, 57849.0)	(34.0, 84783.0)	(35.0, 160053.0)	(36.0, 95690.0)	(37.0, 337.0)																
its-C08_S210_L001_R2_001	(12.0, 20.0)	(13.0, 95.0)	(14.0, 138.0)	(15.0, 120.0)	(16.0, 91.0)	(17.0, 115.0)	(18.0, 121.0)	(19.0, 138.0)	(20.0, 164.0)	(21.0, 252.0)	(22.0, 458.0)	(23.0, 974.0)	(24.0, 1971.0)	(25.0, 3785.0)	(26.0, 5983.0)	(27.0, 8789.0)	(28.0, 12136.0)	(29.0, 16771.0)	(30.0, 22451.0)	(31.0, 31497.0)	(32.0, 42128.0)	(33.0, 55493.0)	(34.0, 83999.0)	(35.0, 183895.0)	(36.0, 112505.0)	(37.0, 219.0)										
its-C09_S218_L001_R1_001	(16.0, 1.0)	(17.0, 0.0)	(18.0, 3.0)	(19.0, 5.0)	(20.0, 53.0)	(21.0, 214.0)	(22.0, 622.0)	(23.0, 1709.0)	(24.0, 3672.0)	(25.0, 6870.0)	(26.0, 11069.0)	(27.0, 16242.0)	(28.0, 22819.0)	(29.0, 30626.0)	(30.0, 38287.0)	(31.0, 50656.0)	(32.0, 69454.0)	(33.0, 89764.0)	(34.0, 122468.0)	(35.0, 216612.0)	(36.0, 241666.0)	(37.0, 318.0)														
its-C09_S218_L001_R2_001	(12.0, 6.0)	(13.0, 58.0)	(14.0, 187.0)	(15.0, 243.0)	(16.0, 209.0)	(17.0, 191.0)	(18.0, 196.0)	(19.0, 244.0)	(20.0, 301.0)	(21.0, 566.0)	(22.0, 1125.0)	(23.0, 2396.0)	(24.0, 4513.0)	(25.0, 7650.0)	(26.0, 11241.0)	(27.0, 15889.0)	(28.0, 20783.0)	(29.0, 27644.0)	(30.0, 36656.0)	(31.0, 49369.0)	(32.0, 62537.0)	(33.0, 80570.0)	(34.0, 116928.0)	(35.0, 228205.0)	(36.0, 255241.0)	(37.0, 182.0)										
its-C10_S226_L001_R1_001	(17.0, 1.0)	(18.0, 1.0)	(19.0, 4.0)	(20.0, 38.0)	(21.0, 191.0)	(22.0, 603.0)	(23.0, 1611.0)	(24.0, 3474.0)	(25.0, 6517.0)	(26.0, 10257.0)	(27.0, 15180.0)	(28.0, 21595.0)	(29.0, 28966.0)	(30.0, 38129.0)	(31.0, 51732.0)	(32.0, 70266.0)	(33.0, 87464.0)	(34.0, 116443.0)	(35.0, 198297.0)	(36.0, 161326.0)	(37.0, 297.0)															
its-C10_S226_L001_R2_001	(12.0, 2.0)	(13.0, 37.0)	(14.0, 154.0)	(15.0, 193.0)	(16.0, 202.0)	(17.0, 189.0)	(18.0, 157.0)	(19.0, 194.0)	(20.0, 265.0)	(21.0, 402.0)	(22.0, 748.0)	(23.0, 1386.0)	(24.0, 2870.0)	(25.0, 4995.0)	(26.0, 7916.0)	(27.0, 11447.0)	(28.0, 15894.0)	(29.0, 21895.0)	(30.0, 29979.0)	(31.0, 41844.0)	(32.0, 54009.0)	(33.0, 71414.0)	(34.0, 106384.0)	(35.0, 207298.0)	(36.0, 232304.0)	(37.0, 214.0)										
its-C11_S234_L001_R1_001	(17.0, 1.0)	(18.0, 0.0)	(19.0, 4.0)	(20.0, 33.0)	(21.0, 135.0)	(22.0, 495.0)	(23.0, 1458.0)	(24.0, 3438.0)	(25.0, 6913.0)	(26.0, 11382.0)	(27.0, 16619.0)	(28.0, 23554.0)	(29.0, 31288.0)	(30.0, 40907.0)	(31.0, 53212.0)	(32.0, 70758.0)	(33.0, 93673.0)	(34.0, 133250.0)	(35.0, 245145.0)	(36.0, 179725.0)	(37.0, 523.0)															
its-C11_S234_L001_R2_001	(12.0, 13.0)	(13.0, 128.0)	(14.0, 220.0)	(15.0, 228.0)	(16.0, 192.0)	(17.0, 159.0)	(18.0, 176.0)	(19.0, 220.0)	(20.0, 321.0)	(21.0, 557.0)	(22.0, 911.0)	(23.0, 1853.0)	(24.0, 3402.0)	(25.0, 5516.0)	(26.0, 8489.0)	(27.0, 12773.0)	(28.0, 17983.0)	(29.0, 25048.0)	(30.0, 34969.0)	(31.0, 48402.0)	(32.0, 64964.0)	(33.0, 86815.0)	(34.0, 128929.0)	(35.0, 276421.0)	(36.0, 193457.0)	(37.0, 367.0)										
its-C12_S242_L001_R1_001	(2.0, 1.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 3.0)	(18.0, 8.0)	(19.0, 59.0)	(20.0, 346.0)	(21.0, 1249.0)	(22.0, 3219.0)	(23.0, 6825.0)	(24.0, 12066.0)	(25.0, 18353.0)	(26.0, 25058.0)	(27.0, 32076.0)	(28.0, 39336.0)	(29.0, 44653.0)	(30.0, 53692.0)	(31.0, 70456.0)	(32.0, 83204.0)	(33.0, 80230.0)	(34.0, 71864.0)	(35.0, 95666.0)	(36.0, 44721.0)	(37.0, 265.0)
its-C12_S242_L001_R2_001	(2.0, 1.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 1.0)	(13.0, 36.0)	(14.0, 154.0)	(15.0, 166.0)	(16.0, 173.0)	(17.0, 131.0)	(18.0, 155.0)	(19.0, 138.0)	(20.0, 208.0)	(21.0, 322.0)	(22.0, 515.0)	(23.0, 970.0)	(24.0, 1929.0)	(25.0, 3185.0)	(26.0, 5199.0)	(27.0, 7787.0)	(28.0, 11376.0)	(29.0, 15924.0)	(30.0, 23848.0)	(31.0, 34807.0)	(32.0, 41807.0)	(33.0, 53422.0)	(34.0, 80358.0)	(35.0, 181186.0)	(36.0, 219165.0)	(37.0, 387.0)
its-D01_S155_L001_R1_001	(2.0, 1.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 1.0)	(17.0, 1.0)	(18.0, 5.0)	(19.0, 16.0)	(20.0, 80.0)	(21.0, 442.0)	(22.0, 1414.0)	(23.0, 3564.0)	(24.0, 7125.0)	(25.0, 12395.0)	(26.0, 17799.0)	(27.0, 23042.0)	(28.0, 29076.0)	(29.0, 35506.0)	(30.0, 42388.0)	(31.0, 51548.0)	(32.0, 64616.0)	(33.0, 83997.0)	(34.0, 110684.0)	(35.0, 139440.0)	(36.0, 50397.0)	(37.0, 139.0)
its-D01_S155_L001_R2_001	(2.0, 1.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 12.0)	(13.0, 117.0)	(14.0, 172.0)	(15.0, 169.0)	(16.0, 140.0)	(17.0, 135.0)	(18.0, 133.0)	(19.0, 167.0)	(20.0, 269.0)	(21.0, 397.0)	(22.0, 737.0)	(23.0, 1450.0)	(24.0, 2524.0)	(25.0, 4067.0)	(26.0, 6246.0)	(27.0, 8762.0)	(28.0, 12002.0)	(29.0, 16319.0)	(30.0, 22491.0)	(31.0, 32130.0)	(32.0, 44641.0)	(33.0, 60862.0)	(34.0, 91300.0)	(35.0, 204623.0)	(36.0, 163558.0)	(37.0, 252.0)
its-D02_S163_L001_R1_001	(2.0, 3.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 2.0)	(19.0, 2.0)	(20.0, 17.0)	(21.0, 63.0)	(22.0, 283.0)	(23.0, 798.0)	(24.0, 1963.0)	(25.0, 4010.0)	(26.0, 6690.0)	(27.0, 10625.0)	(28.0, 15356.0)	(29.0, 20670.0)	(30.0, 27738.0)	(31.0, 36511.0)	(32.0, 48482.0)	(33.0, 66935.0)	(34.0, 97227.0)	(35.0, 160875.0)	(36.0, 183819.0)	(37.0, 1345.0)
its-D02_S163_L001_R2_001	(2.0, 3.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 4.0)	(13.0, 69.0)	(14.0, 144.0)	(15.0, 144.0)	(16.0, 138.0)	(17.0, 135.0)	(18.0, 134.0)	(19.0, 214.0)	(20.0, 353.0)	(21.0, 632.0)	(22.0, 997.0)	(23.0, 1931.0)	(24.0, 3424.0)	(25.0, 5658.0)	(26.0, 8392.0)	(27.0, 12059.0)	(28.0, 16487.0)	(29.0, 21573.0)	(30.0, 27807.0)	(31.0, 37040.0)	(32.0, 48759.0)	(33.0, 63777.0)	(34.0, 92586.0)	(35.0, 187856.0)	(36.0, 152448.0)	(37.0, 650.0)
its-D03_S171_L001_R1_001	(18.0, 4.0)	(19.0, 11.0)	(20.0, 37.0)	(21.0, 162.0)	(22.0, 699.0)	(23.0, 1890.0)	(24.0, 4285.0)	(25.0, 8052.0)	(26.0, 12685.0)	(27.0, 17937.0)	(28.0, 24090.0)	(29.0, 30378.0)	(30.0, 38353.0)	(31.0, 49337.0)	(32.0, 64147.0)	(33.0, 86384.0)	(34.0, 123595.0)	(35.0, 210244.0)	(36.0, 201582.0)	(37.0, 1169.0)																
its-D03_S171_L001_R2_001	(12.0, 11.0)	(13.0, 103.0)	(14.0, 177.0)	(15.0, 188.0)	(16.0, 176.0)	(17.0, 174.0)	(18.0, 193.0)	(19.0, 289.0)	(20.0, 557.0)	(21.0, 1088.0)	(22.0, 1923.0)	(23.0, 3618.0)	(24.0, 6555.0)	(25.0, 10317.0)	(26.0, 14117.0)	(27.0, 18415.0)	(28.0, 23292.0)	(29.0, 29492.0)	(30.0, 38035.0)	(31.0, 49468.0)	(32.0, 64110.0)	(33.0, 83520.0)	(34.0, 119921.0)	(35.0, 233100.0)	(36.0, 175721.0)	(37.0, 481.0)										
its-D04_S179_L001_R1_001	(16.0, 1.0)	(17.0, 0.0)	(18.0, 4.0)	(19.0, 11.0)	(20.0, 40.0)	(21.0, 177.0)	(22.0, 834.0)	(23.0, 2267.0)	(24.0, 5002.0)	(25.0, 9609.0)	(26.0, 15008.0)	(27.0, 22034.0)	(28.0, 29976.0)	(29.0, 39960.0)	(30.0, 51581.0)	(31.0, 67343.0)	(32.0, 87039.0)	(33.0, 111608.0)	(34.0, 141967.0)	(35.0, 215651.0)	(36.0, 219206.0)	(37.0, 349.0)														
its-D04_S179_L001_R2_001	(12.0, 17.0)	(13.0, 163.0)	(14.0, 300.0)	(15.0, 301.0)	(16.0, 219.0)	(17.0, 205.0)	(18.0, 209.0)	(19.0, 272.0)	(20.0, 395.0)	(21.0, 642.0)	(22.0, 1349.0)	(23.0, 2746.0)	(24.0, 5294.0)	(25.0, 8778.0)	(26.0, 12892.0)	(27.0, 17946.0)	(28.0, 22967.0)	(29.0, 30136.0)	(30.0, 39794.0)	(31.0, 53104.0)	(32.0, 70962.0)	(33.0, 92614.0)	(34.0, 133069.0)	(35.0, 286755.0)	(36.0, 238339.0)	(37.0, 199.0)										
its-D05_S187_L001_R1_001	(16.0, 1.0)	(17.0, 0.0)	(18.0, 2.0)	(19.0, 2.0)	(20.0, 15.0)	(21.0, 63.0)	(22.0, 253.0)	(23.0, 761.0)	(24.0, 1920.0)	(25.0, 3858.0)	(26.0, 6314.0)	(27.0, 10156.0)	(28.0, 14590.0)	(29.0, 21397.0)	(30.0, 29952.0)	(31.0, 42483.0)	(32.0, 60446.0)	(33.0, 96717.0)	(34.0, 154892.0)	(35.0, 99900.0)	(36.0, 102838.0)	(37.0, 212.0)														
its-D05_S187_L001_R2_001	(12.0, 12.0)	(13.0, 78.0)	(14.0, 160.0)	(15.0, 137.0)	(16.0, 140.0)	(17.0, 126.0)	(18.0, 114.0)	(19.0, 184.0)	(20.0, 220.0)	(21.0, 339.0)	(22.0, 702.0)	(23.0, 1486.0)	(24.0, 2796.0)	(25.0, 5067.0)	(26.0, 7713.0)	(27.0, 11024.0)	(28.0, 14804.0)	(29.0, 20080.0)	(30.0, 26753.0)	(31.0, 35776.0)	(32.0, 47760.0)	(33.0, 63613.0)	(34.0, 96364.0)	(35.0, 192453.0)	(36.0, 118762.0)	(37.0, 109.0)										
