Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
16s-G08_S118_L001_R1_001	(2.0, 359.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 1.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 1.0)	(20.0, 9.0)	(21.0, 21.0)	(22.0, 79.0)	(23.0, 189.0)	(24.0, 456.0)	(25.0, 1230.0)	(26.0, 2772.0)	(27.0, 5759.0)	(28.0, 10107.0)	(29.0, 15986.0)	(30.0, 23500.0)	(31.0, 33851.0)	(32.0, 48194.0)	(33.0, 72672.0)	(34.0, 110504.0)	(35.0, 205990.0)	(36.0, 220416.0)	(37.0, 224.0)
16s-G08_S118_L001_R2_001	(2.0, 356.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 47.0)	(13.0, 206.0)	(14.0, 272.0)	(15.0, 249.0)	(16.0, 219.0)	(17.0, 367.0)	(18.0, 511.0)	(19.0, 606.0)	(20.0, 828.0)	(21.0, 1113.0)	(22.0, 1475.0)	(23.0, 2334.0)	(24.0, 3722.0)	(25.0, 6053.0)	(26.0, 9107.0)	(27.0, 13163.0)	(28.0, 18048.0)	(29.0, 25212.0)	(30.0, 34110.0)	(31.0, 47315.0)	(32.0, 62473.0)	(33.0, 82736.0)	(34.0, 115068.0)	(35.0, 194791.0)	(36.0, 131850.0)	(37.0, 89.0)
16s-G09_S126_L001_R1_001	(2.0, 210.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 2.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 1.0)	(19.0, 1.0)	(20.0, 6.0)	(21.0, 30.0)	(22.0, 109.0)	(23.0, 357.0)	(24.0, 1013.0)	(25.0, 2421.0)	(26.0, 4887.0)	(27.0, 8517.0)	(28.0, 13210.0)	(29.0, 19142.0)	(30.0, 27380.0)	(31.0, 38883.0)	(32.0, 56856.0)	(33.0, 85842.0)	(34.0, 128692.0)	(35.0, 257317.0)	(36.0, 228303.0)	(37.0, 90.0)
16s-G09_S126_L001_R2_001	(2.0, 208.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 83.0)	(13.0, 360.0)	(14.0, 388.0)	(15.0, 245.0)	(16.0, 278.0)	(17.0, 437.0)	(18.0, 527.0)	(19.0, 704.0)	(20.0, 954.0)	(21.0, 1334.0)	(22.0, 1689.0)	(23.0, 2499.0)	(24.0, 3865.0)	(25.0, 6086.0)	(26.0, 9239.0)	(27.0, 13343.0)	(28.0, 18325.0)	(29.0, 26340.0)	(30.0, 37090.0)	(31.0, 52593.0)	(32.0, 73360.0)	(33.0, 99827.0)	(34.0, 142846.0)	(35.0, 240038.0)	(36.0, 140516.0)	(37.0, 95.0)
16s-G10_S134_L001_R1_001	(2.0, 123.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 1.0)	(20.0, 8.0)	(21.0, 35.0)	(22.0, 128.0)	(23.0, 476.0)	(24.0, 1368.0)	(25.0, 3332.0)	(26.0, 6592.0)	(27.0, 11447.0)	(28.0, 17238.0)	(29.0, 24449.0)	(30.0, 33952.0)	(31.0, 48282.0)	(32.0, 67102.0)	(33.0, 93528.0)	(34.0, 135856.0)	(35.0, 236160.0)	(36.0, 136367.0)	(37.0, 29.0)
16s-G10_S134_L001_R2_001	(2.0, 123.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 1.0)	(12.0, 85.0)	(13.0, 337.0)	(14.0, 285.0)	(15.0, 233.0)	(16.0, 309.0)	(17.0, 288.0)	(18.0, 369.0)	(19.0, 463.0)	(20.0, 686.0)	(21.0, 1084.0)	(22.0, 1173.0)	(23.0, 1319.0)	(24.0, 1752.0)	(25.0, 2641.0)	(26.0, 4220.0)	(27.0, 6712.0)	(28.0, 10436.0)	(29.0, 16478.0)	(30.0, 24898.0)	(31.0, 38970.0)	(32.0, 58650.0)	(33.0, 85067.0)	(34.0, 129721.0)	(35.0, 243937.0)	(36.0, 186157.0)	(37.0, 79.0)
16s-G11_S142_L001_R1_001	(2.0, 224.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 1.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 4.0)	(20.0, 7.0)	(21.0, 33.0)	(22.0, 176.0)	(23.0, 598.0)	(24.0, 1878.0)	(25.0, 4191.0)	(26.0, 7612.0)	(27.0, 11507.0)	(28.0, 15459.0)	(29.0, 20777.0)	(30.0, 26799.0)	(31.0, 36137.0)	(32.0, 48602.0)	(33.0, 66289.0)	(34.0, 94963.0)	(35.0, 176268.0)	(36.0, 134750.0)	(37.0, 75.0)
16s-G11_S142_L001_R2_001	(2.0, 226.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 1.0)	(12.0, 98.0)	(13.0, 321.0)	(14.0, 248.0)	(15.0, 176.0)	(16.0, 176.0)	(17.0, 270.0)	(18.0, 314.0)	(19.0, 392.0)	(20.0, 584.0)	(21.0, 889.0)	(22.0, 1195.0)	(23.0, 1390.0)	(24.0, 1947.0)	(25.0, 3037.0)	(26.0, 4438.0)	(27.0, 6866.0)	(28.0, 9579.0)	(29.0, 14263.0)	(30.0, 20749.0)	(31.0, 30993.0)	(32.0, 45337.0)	(33.0, 65810.0)	(34.0, 100570.0)	(35.0, 193665.0)	(36.0, 142701.0)	(37.0, 115.0)
16s-G12_S150_L001_R1_001	(2.0, 107.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 1.0)	(16.0, 0.0)	(17.0, 1.0)	(18.0, 2.0)	(19.0, 9.0)	(20.0, 11.0)	(21.0, 38.0)	(22.0, 96.0)	(23.0, 330.0)	(24.0, 890.0)	(25.0, 2274.0)	(26.0, 4882.0)	(27.0, 8659.0)	(28.0, 13271.0)	(29.0, 18533.0)	(30.0, 24378.0)	(31.0, 32984.0)	(32.0, 43582.0)	(33.0, 62142.0)	(34.0, 91465.0)	(35.0, 161318.0)	(36.0, 298534.0)	(37.0, 693.0)
16s-G12_S150_L001_R2_001	(2.0, 108.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 124.0)	(13.0, 395.0)	(14.0, 319.0)	(15.0, 228.0)	(16.0, 225.0)	(17.0, 387.0)	(18.0, 448.0)	(19.0, 571.0)	(20.0, 773.0)	(21.0, 1128.0)	(22.0, 1539.0)	(23.0, 2209.0)	(24.0, 3475.0)	(25.0, 5494.0)	(26.0, 8242.0)	(27.0, 11738.0)	(28.0, 15620.0)	(29.0, 21354.0)	(30.0, 28680.0)	(31.0, 39343.0)	(32.0, 53953.0)	(33.0, 75127.0)	(34.0, 110456.0)	(35.0, 209578.0)	(36.0, 172576.0)	(37.0, 110.0)
16s-H01_S63_L001_R1_001	(2.0, 50.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 3.0)	(16.0, 1.0)	(17.0, 1.0)	(18.0, 3.0)	(19.0, 3.0)	(20.0, 8.0)	(21.0, 37.0)	(22.0, 185.0)	(23.0, 696.0)	(24.0, 1983.0)	(25.0, 4747.0)	(26.0, 8633.0)	(27.0, 13449.0)	(28.0, 18493.0)	(29.0, 24855.0)	(30.0, 33366.0)	(31.0, 45610.0)	(32.0, 59572.0)	(33.0, 81285.0)	(34.0, 126581.0)	(35.0, 168762.0)	(36.0, 42592.0)	(37.0, 2.0)
16s-H01_S63_L001_R2_001	(2.0, 50.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 64.0)	(13.0, 270.0)	(14.0, 280.0)	(15.0, 215.0)	(16.0, 208.0)	(17.0, 226.0)	(18.0, 310.0)	(19.0, 417.0)	(20.0, 571.0)	(21.0, 794.0)	(22.0, 883.0)	(23.0, 1055.0)	(24.0, 1433.0)	(25.0, 2153.0)	(26.0, 3353.0)	(27.0, 5309.0)	(28.0, 8266.0)	(29.0, 12915.0)	(30.0, 20344.0)	(31.0, 31575.0)	(32.0, 47740.0)	(33.0, 68979.0)	(34.0, 104006.0)	(35.0, 190062.0)	(36.0, 129384.0)	(37.0, 55.0)
16s-H02_S71_L001_R1_001	(2.0, 93.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 1.0)	(15.0, 1.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 1.0)	(19.0, 2.0)	(20.0, 7.0)	(21.0, 38.0)	(22.0, 121.0)	(23.0, 391.0)	(24.0, 1097.0)	(25.0, 3033.0)	(26.0, 6155.0)	(27.0, 10068.0)	(28.0, 14705.0)	(29.0, 19702.0)	(30.0, 26523.0)	(31.0, 35281.0)	(32.0, 49719.0)	(33.0, 71860.0)	(34.0, 103378.0)	(35.0, 204961.0)	(36.0, 174268.0)	(37.0, 46.0)
16s-H02_S71_L001_R2_001	(2.0, 92.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 1.0)	(12.0, 87.0)	(13.0, 363.0)	(14.0, 390.0)	(15.0, 284.0)	(16.0, 332.0)	(17.0, 520.0)	(18.0, 599.0)	(19.0, 692.0)	(20.0, 889.0)	(21.0, 1261.0)	(22.0, 1651.0)	(23.0, 2552.0)	(24.0, 4176.0)	(25.0, 6406.0)	(26.0, 9500.0)	(27.0, 13509.0)	(28.0, 18393.0)	(29.0, 25301.0)	(30.0, 35456.0)	(31.0, 49137.0)	(32.0, 65100.0)	(33.0, 88512.0)	(34.0, 129876.0)	(35.0, 194545.0)	(36.0, 71719.0)	(37.0, 108.0)
16s-H03_S79_L001_R1_001	(2.0, 557.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 1.0)	(18.0, 0.0)	(19.0, 2.0)	(20.0, 8.0)	(21.0, 30.0)	(22.0, 102.0)	(23.0, 263.0)	(24.0, 714.0)	(25.0, 1550.0)	(26.0, 3340.0)	(27.0, 6540.0)	(28.0, 10863.0)	(29.0, 15841.0)	(30.0, 22575.0)	(31.0, 31832.0)	(32.0, 44617.0)	(33.0, 67427.0)	(34.0, 104463.0)	(35.0, 216512.0)	(36.0, 286213.0)	(37.0, 158.0)
16s-H03_S79_L001_R2_001	(2.0, 552.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 50.0)	(13.0, 304.0)	(14.0, 263.0)	(15.0, 230.0)	(16.0, 233.0)	(17.0, 321.0)	(18.0, 475.0)	(19.0, 561.0)	(20.0, 750.0)	(21.0, 1093.0)	(22.0, 1397.0)	(23.0, 2067.0)	(24.0, 3326.0)	(25.0, 5289.0)	(26.0, 7754.0)	(27.0, 11491.0)	(28.0, 15994.0)	(29.0, 22209.0)	(30.0, 29733.0)	(31.0, 41497.0)	(32.0, 57379.0)	(33.0, 78585.0)	(34.0, 118819.0)	(35.0, 233315.0)	(36.0, 179850.0)	(37.0, 71.0)
16s-H04_S87_L001_R1_001	(2.0, 234.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 1.0)	(16.0, 0.0)	(17.0, 1.0)	(18.0, 1.0)	(19.0, 5.0)	(20.0, 7.0)	(21.0, 31.0)	(22.0, 84.0)	(23.0, 240.0)	(24.0, 580.0)	(25.0, 1539.0)	(26.0, 3423.0)	(27.0, 6828.0)	(28.0, 11589.0)	(29.0, 17994.0)	(30.0, 25738.0)	(31.0, 36401.0)	(32.0, 51627.0)	(33.0, 78131.0)	(34.0, 118158.0)	(35.0, 226351.0)	(36.0, 298958.0)	(37.0, 200.0)
16s-H04_S87_L001_R2_001	(2.0, 233.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 102.0)	(13.0, 362.0)	(14.0, 314.0)	(15.0, 236.0)	(16.0, 228.0)	(17.0, 366.0)	(18.0, 524.0)	(19.0, 637.0)	(20.0, 861.0)	(21.0, 1308.0)	(22.0, 1682.0)	(23.0, 2343.0)	(24.0, 3722.0)	(25.0, 6077.0)	(26.0, 9154.0)	(27.0, 13115.0)	(28.0, 17935.0)	(29.0, 24665.0)	(30.0, 34300.0)	(31.0, 48081.0)	(32.0, 67636.0)	(33.0, 93116.0)	(34.0, 133201.0)	(35.0, 237867.0)	(36.0, 179983.0)	(37.0, 73.0)
16s-H05_S95_L001_R1_001	(2.0, 251.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 1.0)	(16.0, 0.0)	(17.0, 1.0)	(18.0, 0.0)	(19.0, 7.0)	(20.0, 16.0)	(21.0, 59.0)	(22.0, 178.0)	(23.0, 659.0)	(24.0, 1732.0)	(25.0, 3957.0)	(26.0, 7287.0)	(27.0, 11685.0)	(28.0, 16705.0)	(29.0, 22126.0)	(30.0, 29225.0)	(31.0, 38988.0)	(32.0, 51852.0)	(33.0, 72204.0)	(34.0, 102067.0)	(35.0, 193878.0)	(36.0, 157422.0)	(37.0, 46.0)
16s-H05_S95_L001_R2_001	(2.0, 254.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 1.0)	(12.0, 113.0)	(13.0, 330.0)	(14.0, 284.0)	(15.0, 194.0)	(16.0, 222.0)	(17.0, 311.0)	(18.0, 389.0)	(19.0, 521.0)	(20.0, 705.0)	(21.0, 979.0)	(22.0, 1333.0)	(23.0, 1771.0)	(24.0, 2645.0)	(25.0, 3979.0)	(26.0, 6082.0)	(27.0, 8898.0)	(28.0, 13028.0)	(29.0, 18642.0)	(30.0, 26485.0)	(31.0, 37450.0)	(32.0, 52874.0)	(33.0, 72803.0)	(34.0, 107090.0)	(35.0, 202515.0)	(36.0, 150383.0)	(37.0, 65.0)
16s-H06_S103_L001_R1_001	(2.0, 35.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 1.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 2.0)	(20.0, 6.0)	(21.0, 32.0)	(22.0, 133.0)	(23.0, 448.0)	(24.0, 1400.0)	(25.0, 3722.0)	(26.0, 7285.0)	(27.0, 12170.0)	(28.0, 17338.0)	(29.0, 23953.0)	(30.0, 32258.0)	(31.0, 44109.0)	(32.0, 60429.0)	(33.0, 83009.0)	(34.0, 120963.0)	(35.0, 228290.0)	(36.0, 123490.0)	(37.0, 19.0)
16s-H06_S103_L001_R2_001	(2.0, 34.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 110.0)	(13.0, 367.0)	(14.0, 309.0)	(15.0, 229.0)	(16.0, 250.0)	(17.0, 359.0)	(18.0, 411.0)	(19.0, 535.0)	(20.0, 725.0)	(21.0, 975.0)	(22.0, 1157.0)	(23.0, 1457.0)	(24.0, 2212.0)	(25.0, 3482.0)	(26.0, 5638.0)	(27.0, 8647.0)	(28.0, 12992.0)	(29.0, 19614.0)	(30.0, 29533.0)	(31.0, 43278.0)	(32.0, 62646.0)	(33.0, 87084.0)	(34.0, 123581.0)	(35.0, 217511.0)	(36.0, 135900.0)	(37.0, 56.0)
16s-H07_S111_L001_R1_001	(2.0, 129.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 1.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 1.0)	(19.0, 1.0)	(20.0, 3.0)	(21.0, 19.0)	(22.0, 72.0)	(23.0, 193.0)	(24.0, 519.0)	(25.0, 1412.0)	(26.0, 3035.0)	(27.0, 5637.0)	(28.0, 9141.0)	(29.0, 13690.0)	(30.0, 19273.0)	(31.0, 26744.0)	(32.0, 36862.0)	(33.0, 54185.0)	(34.0, 82394.0)	(35.0, 150086.0)	(36.0, 275316.0)	(37.0, 554.0)
16s-H07_S111_L001_R2_001	(2.0, 129.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 94.0)	(13.0, 294.0)	(14.0, 224.0)	(15.0, 200.0)	(16.0, 208.0)	(17.0, 273.0)	(18.0, 318.0)	(19.0, 446.0)	(20.0, 668.0)	(21.0, 911.0)	(22.0, 1255.0)	(23.0, 1873.0)	(24.0, 2944.0)	(25.0, 5039.0)	(26.0, 7512.0)	(27.0, 10430.0)	(28.0, 14523.0)	(29.0, 19303.0)	(30.0, 25925.0)	(31.0, 35891.0)	(32.0, 48855.0)	(33.0, 67320.0)	(34.0, 98104.0)	(35.0, 186821.0)	(36.0, 149591.0)	(37.0, 116.0)
16s-H08_S119_L001_R1_001	(2.0, 436.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 1.0)	(18.0, 3.0)	(19.0, 3.0)	(20.0, 9.0)	(21.0, 25.0)	(22.0, 131.0)	(23.0, 319.0)	(24.0, 913.0)	(25.0, 2363.0)	(26.0, 5196.0)	(27.0, 9149.0)	(28.0, 13765.0)	(29.0, 19062.0)	(30.0, 25421.0)	(31.0, 33994.0)	(32.0, 47368.0)	(33.0, 70201.0)	(34.0, 107075.0)	(35.0, 209890.0)	(36.0, 230746.0)	(37.0, 184.0)
16s-H08_S119_L001_R2_001	(2.0, 428.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 3.0)	(12.0, 51.0)	(13.0, 294.0)	(14.0, 286.0)	(15.0, 231.0)	(16.0, 212.0)	(17.0, 312.0)	(18.0, 425.0)	(19.0, 599.0)	(20.0, 750.0)	(21.0, 999.0)	(22.0, 1393.0)	(23.0, 2156.0)	(24.0, 3152.0)	(25.0, 5024.0)	(26.0, 7511.0)	(27.0, 11165.0)	(28.0, 15745.0)	(29.0, 21822.0)	(30.0, 30627.0)	(31.0, 42804.0)	(32.0, 57983.0)	(33.0, 78226.0)	(34.0, 108725.0)	(35.0, 209734.0)	(36.0, 175502.0)	(37.0, 95.0)
16s-H09_S127_L001_R1_001	(2.0, 195.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 1.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 8.0)	(21.0, 31.0)	(22.0, 90.0)	(23.0, 256.0)	(24.0, 718.0)	(25.0, 1800.0)	(26.0, 4003.0)	(27.0, 7704.0)	(28.0, 12348.0)	(29.0, 18071.0)	(30.0, 24601.0)	(31.0, 33478.0)	(32.0, 46532.0)	(33.0, 68314.0)	(34.0, 99859.0)	(35.0, 198123.0)	(36.0, 211306.0)	(37.0, 100.0)
16s-H09_S127_L001_R2_001	(2.0, 195.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 100.0)	(13.0, 327.0)	(14.0, 270.0)	(15.0, 200.0)	(16.0, 215.0)	(17.0, 329.0)	(18.0, 395.0)	(19.0, 509.0)	(20.0, 687.0)	(21.0, 936.0)	(22.0, 1274.0)	(23.0, 1892.0)	(24.0, 2974.0)	(25.0, 4725.0)	(26.0, 7196.0)	(27.0, 10524.0)	(28.0, 14566.0)	(29.0, 20671.0)	(30.0, 28415.0)	(31.0, 40031.0)	(32.0, 55625.0)	(33.0, 74990.0)	(34.0, 105894.0)	(35.0, 194126.0)	(36.0, 160389.0)	(37.0, 83.0)
16s-H10_S135_L001_R1_001	(2.0, 131.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 1.0)	(19.0, 6.0)	(20.0, 12.0)	(21.0, 51.0)	(22.0, 139.0)	(23.0, 425.0)	(24.0, 1164.0)	(25.0, 2788.0)	(26.0, 5547.0)	(27.0, 9151.0)	(28.0, 13458.0)	(29.0, 18572.0)	(30.0, 24630.0)	(31.0, 33362.0)	(32.0, 45486.0)	(33.0, 66043.0)	(34.0, 100045.0)	(35.0, 183656.0)	(36.0, 297282.0)	(37.0, 438.0)
16s-H10_S135_L001_R2_001	(2.0, 130.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 143.0)	(13.0, 386.0)	(14.0, 355.0)	(15.0, 237.0)	(16.0, 212.0)	(17.0, 316.0)	(18.0, 426.0)	(19.0, 565.0)	(20.0, 815.0)	(21.0, 1211.0)	(22.0, 1672.0)	(23.0, 2449.0)	(24.0, 3978.0)	(25.0, 6166.0)	(26.0, 8676.0)	(27.0, 12249.0)	(28.0, 17166.0)	(29.0, 23183.0)	(30.0, 31301.0)	(31.0, 42504.0)	(32.0, 58335.0)	(33.0, 79428.0)	(34.0, 109951.0)	(35.0, 209741.0)	(36.0, 190702.0)	(37.0, 90.0)
16s-H11_S143_L001_R1_001	(2.0, 219.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 2.0)	(19.0, 4.0)	(20.0, 6.0)	(21.0, 19.0)	(22.0, 56.0)	(23.0, 132.0)	(24.0, 395.0)	(25.0, 1024.0)	(26.0, 2542.0)	(27.0, 4904.0)	(28.0, 8182.0)	(29.0, 12096.0)	(30.0, 17268.0)	(31.0, 23390.0)	(32.0, 31202.0)	(33.0, 45102.0)	(34.0, 68818.0)	(35.0, 121057.0)	(36.0, 271763.0)	(37.0, 1253.0)
16s-H11_S143_L001_R2_001	(2.0, 215.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 81.0)	(13.0, 259.0)	(14.0, 212.0)	(15.0, 168.0)	(16.0, 168.0)	(17.0, 299.0)	(18.0, 318.0)	(19.0, 408.0)	(20.0, 540.0)	(21.0, 890.0)	(22.0, 1269.0)	(23.0, 2062.0)	(24.0, 3288.0)	(25.0, 5298.0)	(26.0, 7677.0)	(27.0, 10797.0)	(28.0, 14042.0)	(29.0, 18252.0)	(30.0, 23557.0)	(31.0, 31849.0)	(32.0, 43133.0)	(33.0, 58725.0)	(34.0, 85782.0)	(35.0, 166060.0)	(36.0, 133994.0)	(37.0, 91.0)
