channel,well,adapter,collinear_confidence,conductance,conductance_filtered_data,event,experiment_tag,flow_cell_id,group_1_adjusted_offset_0mv_pa,group_1_adjusted_offset_0mv_std,group_1_offset_voltage_mv,group_order,include_well,initial_0mv_current_pa,initial_0mv_current_std,initial_current_0_pa,initial_current_1_pa,initial_current_2_pa,initial_voltage_0_mv,initial_voltage_1_mv,initial_voltage_2_mv,intercept,intercept_adjusted_0mv_current_pa,intercept_adjusted_0mv_current_std,meas_cap,meas_res,multiple,mux_scan_assessment,mux_uncertain,pore,pore_1,pore_median,pore_sd,previous_offset,reserve_pore_intercept_median_mv,scan_number,scan_offset_voltage_mv,scan_running_voltage_mv,sd_cap,seconds_since_start_of_run,short_strand,strand,strand2,strand_median_pa,strand_range_pa,strand_sd_pa,total_good_samples,total_time_active,transition,triangle_ratio,unavailable,unclassed,unknown_negative,unknown_positive,zero
23,3,0,0.31,0.0,False,0,LIS14-11-24,PBG11294,-0.475,0.356,15,0,0,-0.494,0.351,-0.503,-0.52,-0.506,-30,-40,-50,52.854,-0.536,0.349,0.02,2033.16,0,zero,0,0,0,,,0,15.28,1,15,-175,0.21,7,0,0,0,,,,0,0.0,0,1.03,0,0,0,0,56247
23,4,0,,,False,0,LIS14-11-24,PBG11294,,,15,0,0,,,,,,-30,-40,-50,,,,,,0,saturated,0,0,0,,,0,15.28,1,15,-175,,7,0,0,0,,,,0,0.0,0,,0,0,0,0,0
24,1,0,,,False,0,LIS14-11-24,PBG11294,,,15,0,0,,,,,,-30,-40,-50,,,,,,0,saturated,0,0,0,,,0,15.28,1,15,-175,,7,0,0,0,,,,0,0.0,0,,0,0,0,0,0
24,2,0,,,False,0,LIS14-11-24,PBG11294,,,15,0,0,,,,,,-30,-40,-50,,,,,,0,saturated,0,0,0,,,0,15.28,1,15,-175,,7,0,0,0,,,,0,0.0,0,,0,0,0,0,0
24,3,56,10.34,0.927,True,2801,LIS14-11-24,PBG11294,5.712,0.591,15,0,0,16.895,0.591,42.117,50.871,60.659,-30,-40,-50,15.186,5.642,0.554,8.37,1.11,2707,saturated,0,0,37078,,,0,15.28,1,15,-175,12.62,7,0,0,0,,,,0,0.0,0,2.86,0,0,0,11943,0
24,4,591,-99.99,0.934,False,70,LIS14-11-24,PBG11294,4.08,1.083,15,0,0,13.632,0.938,31.01,45.352,49.695,-30,-40,-50,1.057,4.253,0.485,5.39,2.23,0,unavailable,0,75,15911,174.16,0.82,0,15.28,1,15,-175,7.54,7,11196,0,0,,,,11932,0.0,0,2.63,3059,0,0,23140,0
25,1,0,,,False,0,LIS14-11-24,PBG11294,,,15,0,0,,,,,,-30,-40,-50,,,,,,0,saturated,0,0,0,,,0,15.28,1,15,-175,,7,0,0,0,,,,0,0.0,0,,0,0,0,0,0
25,2,0,,,False,0,LIS14-11-24,PBG11294,,,15,0,0,,,,,,-30,-40,-50,,,,,,0,saturated,0,0,0,,,0,15.28,1,15,-175,,7,0,0,0,,,,0,0.0,0,,0,0,0,0,0
25,3,7136,-60.6,0.59,False,154,LIS14-11-24,PBG11294,5.398,0.449,15,1,1,16.324,0.575,40.596,49.521,52.386,-30,-40,-50,34.057,5.293,0.465,3.89,1.14,0,single_pore,0,16049,1443,213.91,1.02,0,15.28,1,15,-175,9.99,7,29712,0,0,,,,53051,0.0,0,4.23,0,0,0,270,0
25,4,0,,,False,0,LIS14-11-24,PBG11294,,,15,0,0,,,,,,-30,-40,-50,,,,,,0,saturated,0,0,0,,,0,15.28,1,15,-175,,7,0,0,0,,,,0,0.0,0,,0,0,0,0,0
26,1,0,,,False,0,LIS14-11-24,PBG11294,,,15,0,0,,,,,,-30,-40,-50,,,,,,0,saturated,0,0,0,,,0,15.28,1,15,-175,,7,0,0,0,,,,0,0.0,0,,0,0,0,0,0
26,2,2061,1.89,0.919,True,201,LIS14-11-24,PBG11294,6.0,0.434,15,2,1,17.005,0.538,41.314,50.407,59.689,-30,-40,-50,14.931,5.877,0.471,5.0,1.14,0,single_pore,0,5303,405,213.83,1.02,0,15.28,1,15,-175,10.46,7,17864,0,0,,,,25429,0.0,0,5.96,16006,0,0,8005,0
26,3,0,,,False,0,LIS14-11-24,PBG11294,,,15,0,0,,,,,,-30,-40,-50,,,,,,0,saturated,0,0,0,,,0,15.28,1,15,-175,,7,0,0,0,,,,0,0.0,0,,0,0,0,0,0
26,4,456,4.28,0.914,True,30,LIS14-11-24,PBG11294,5.854,0.494,15,1,1,17.177,0.503,41.62,50.547,59.902,-30,-40,-50,15.443,5.795,0.461,5.56,1.13,0,single_pore,0,2749,166,215.19,0.87,0,15.28,1,15,-175,10.82,7,51714,0,0,,,,54949,0.0,0,5.46,0,0,0,0,0
27,1,0,,,False,0,LIS14-11-24,PBG11294,,,15,0,0,,,,,,-30,-40,-50,,,,,,0,saturated,0,0,0,,,0,15.28,1,15,-175,,7,0,0,0,,,,0,0.0,0,,0,0,0,0,0
27,2,1604,-2.83,0.93,True,76,LIS14-11-24,PBG11294,6.179,0.528,15,1,1,18.177,0.885,41.66,51.097,60.251,-30,-40,-50,14.864,6.029,0.517,4.36,1.13,0,single_pore,0,4117,1819,219.79,1.23,0,15.28,1,15,-175,10.21,7,45413,0,0,,,,51210,0.0,0,5.45,552,0,0,517,0
27,3,0,1.24,0.917,True,0,LIS14-11-24,PBG11294,5.336,0.476,15,2,1,16.421,0.588,40.963,50.073,59.307,-30,-40,-50,14.638,5.32,0.438,3.97,1.13,0,single_pore,0,0,0,,,0,15.28,1,15,-175,10.05,7,36038,16008,0,99.21,59.3,1.95,52046,0.0,0,4.44,0,0,0,45,0
27,4,0,,,False,0,LIS14-11-24,PBG11294,28.447,2.909,15,0,0,141.774,9.599,,,,-30,-40,-50,,26.432,2.581,,,0,saturated,0,0,0,,,0,15.28,1,15,-175,,7,0,0,0,,,,0,0.0,0,,0,0,0,0,0
28,1,0,140.01,3.58,False,0,LIS14-11-24,PBG11294,22.627,0.808,15,0,0,65.724,1.781,166.579,195.38,238.182,-30,-40,-50,15.174,21.618,0.968,13.58,-0.28,0,saturated,0,0,0,,,0,15.28,1,15,-175,38.51,7,0,0,0,,,,0,0.0,0,4.72,0,0,0,0,0
28,2,0,42.65,0.814,True,130,LIS14-11-24,PBG11294,4.163,0.547,15,0,0,11.258,0.695,27.063,33.07,43.342,-30,-40,-50,1.428,3.954,0.521,3.42,1.9,0,unavailable,0,0,2917,,,0,15.28,1,15,-175,6.53,7,0,0,0,,,,130,0.0,0,4.94,26131,0,0,21715,0
28,3,0,3.3,0.522,True,0,LIS14-11-24,PBG11294,3.419,0.418,15,0,0,10.394,0.51,24.878,29.929,35.31,-30,-40,-50,17.571,3.361,0.391,3.25,1.93,0,unavailable,0,0,0,,,0,15.28,1,15,-175,6.35,7,0,0,0,,,,0,0.0,0,5.42,31974,0,0,8027,0
28,4,0,,,False,0,LIS14-11-24,PBG11294,,,15,0,0,,,,,,-30,-40,-50,,,,,,0,saturated,0,0,0,,,0,15.28,1,15,-175,,7,0,0,0,,,,0,0.0,0,,0,0,0,0,0
29,1,0,,,False,0,LIS14-11-24,PBG11294,,,15,0,0,,,,,,-30,-40,-50,,,,,,0,saturated,0,0,0,,,0,15.28,1,15,-175,,7,0,0,0,,,,0,0.0,0,,0,0,0,0,0
29,2,0,,,False,0,LIS14-11-24,PBG11294,,,15,0,0,,,,,,-30,-40,-50,,,,,,0,saturated,0,0,0,,,0,15.28,1,15,-175,,7,0,0,0,,,,0,0.0,0,,0,0,0,0,0
29,3,0,7.0,2.749,False,0,LIS14-11-24,PBG11294,13.894,0.676,15,0,0,47.014,1.055,121.932,149.071,176.91,-30,-40,-50,14.311,13.859,0.785,10.44,-0.38,0,saturated,0,0,0,,,0,15.28,1,15,-175,28.96,7,0,0,0,,,,0,0.0,0,4.37,0,0,0,0,0
29,4,1803,4.65,0.92,True,51,LIS14-11-24,PBG11294,5.589,0.547,15,1,1,16.589,0.565,41.215,50.183,59.616,-30,-40,-50,14.701,5.527,0.527,3.85,1.13,0,single_pore,0,281,438,216.13,0.94,0,15.28,1,15,-175,10.11,7,51496,0,0,,,,53631,0.0,0,4.0,0,0,0,475,0
30,1,1119,3.61,0.903,True,100,LIS14-11-24,PBG11294,5.715,0.517,15,1,1,16.684,0.608,41.04,49.888,59.097,-30,-40,-50,15.382,5.671,0.467,3.96,1.15,0,single_pore,0,12463,98,212.72,1.27,0,15.28,1,15,-175,9.97,7,40677,0,0,,,,54359,0.0,0,4.44,1821,0,0,417,0
30,2,0,,,False,0,LIS14-11-24,PBG11294,,,15,0,0,,,,,,-30,-40,-50,,,,,,0,saturated,0,0,0,,,0,15.28,1,15,-175,,7,0,0,0,,,,0,0.0,0,,0,0,0,0,0
30,3,1192,3.75,1.047,False,6,LIS14-11-24,PBG11294,5.456,0.458,15,2,1,18.188,0.578,46.51,56.795,67.455,-30,-40,-50,14.346,5.342,0.503,4.38,0.99,0,single_pore,0,26429,4773,174.41,1.43,0,15.28,1,15,-175,11.52,7,23404,0,0,,,,51031,0.0,0,3.96,0,0,0,411,0
30,4,0,,,False,0,LIS14-11-24,PBG11294,16.662,0.946,15,0,0,,,,,,-30,-40,-50,,15.763,1.125,14.0,0.5,0,saturated,0,0,0,,,0,15.28,1,15,-175,25.91,7,0,0,0,,,,0,0.0,0,4.43,0,0,0,0,0
31,1,0,-0.02,0.0,False,0,LIS14-11-24,PBG11294,0.084,0.406,15,0,0,0.052,0.407,0.046,0.046,0.044,-30,-40,-50,-380.0,0.06,0.403,0.0,1329.16,0,zero,0,0,0,,,0,15.28,1,15,-175,0.24,7,0,0,0,,,,0,0.0,0,1.81,0,0,0,0,56240
31,2,0,-0.12,0.001,False,0,LIS14-11-24,PBG11294,0.022,0.417,15,0,0,0.001,0.415,0.004,0.017,0.018,-30,-40,-50,-25.082,0.06,0.4,0.0,1182.09,0,zero,0,0,0,,,0,15.28,1,15,-175,0.25,7,0,0,0,,,,0,0.0,0,1.29,0,0,0,0,52282
31,3,0,0.06,0.001,False,0,LIS14-11-24,PBG11294,-0.542,0.429,15,0,0,-0.607,0.413,-0.584,-0.599,-0.608,-30,-40,-50,447.347,-0.556,0.424,0.01,10316.85,0,zero,0,0,0,,,0,15.28,1,15,-175,0.24,7,0,0,0,,,,0,0.0,0,1.49,0,0,0,0,56379
31,4,0,-0.16,0.002,False,0,LIS14-11-24,PBG11294,-0.304,0.445,15,0,0,-0.298,0.446,-0.358,-0.368,-0.394,-30,-40,-50,154.595,-0.28,0.438,-0.0,-15332.64,0,zero,0,0,0,,,0,15.28,1,15,-175,0.26,7,0,0,0,,,,0,0.0,0,1.26,0,0,0,0,56169
32,1,0,-0.46,0.002,False,0,LIS14-11-24,PBG11294,-0.028,0.312,15,0,0,0.007,0.305,0.014,0.014,-0.032,-30,-40,-50,-39.565,0.005,0.306,0.0,969.11,0,zero,0,0,0,,,0,15.28,1,15,-175,0.18,7,0,0,0,,,,0,0.0,0,1.52,0,0,0,0,56520
32,2,0,-0.02,0.002,False,0,LIS14-11-24,PBG11294,0.004,0.312,15,0,0,-0.008,0.317,0.01,-0.008,-0.028,-30,-40,-50,-35.443,0.01,0.31,0.01,-803.23,0,zero,0,0,0,,,0,15.28,1,15,-175,0.18,7,0,0,0,,,,0,0.0,0,1.83,0,0,0,0,52219
32,3,0,0.12,0.002,False,0,LIS14-11-24,PBG11294,-0.484,0.336,15,0,0,-0.468,0.338,-0.453,-0.484,-0.503,-30,-40,-50,148.383,-0.482,0.331,-0.01,-9357.3,0,zero,0,0,0,,,0,15.28,1,15,-175,0.2,7,0,0,0,,,,0,0.0,0,1.31,0,0,0,0,56279
32,4,0,-0.05,0.003,False,0,LIS14-11-24,PBG11294,-0.241,0.306,15,0,0,-0.22,0.313,-0.203,-0.228,-0.258,-30,-40,-50,43.286,-0.246,0.309,0.01,900.42,0,zero,0,0,0,,,0,15.28,1,15,-175,0.18,7,0,0,0,,,,0,0.0,0,1.77,0,0,0,0,56312
33,1,0,0.3,0.013,False,0,LIS14-11-24,PBG11294,-0.839,0.4,15,0,0,-0.542,0.368,-0.079,0.037,0.183,-30,-40,-50,-36.428,-0.732,0.391,0.06,-73.18,0,zero,0,0,0,,,0,15.28,1,15,-175,0.25,7,0,0,0,,,,0,0.0,0,3.47,0,0,0,0,56358
33,2,0,,,False,0,LIS14-11-24,PBG11294,3.058,0.994,15,0,0,,,,,,-30,-40,-50,,1.97,0.838,14.51,9.8,0,unavailable,0,0,0,,,0,15.28,1,15,-175,14.38,7,0,0,0,,,,0,0.0,0,0.67,31246,0,0,8008,0
33,3,0,0.19,0.003,False,0,LIS14-11-24,PBG11294,-0.428,0.353,15,0,0,-0.395,0.348,-0.416,-0.46,-0.485,-30,-40,-50,88.256,-0.411,0.345,0.02,-615.67,0,zero,0,0,0,,,0,15.28,1,15,-175,0.21,7,0,0,0,,,,0,0.0,0,1.95,0,0,0,0,56235
33,4,0,,,False,0,LIS14-11-24,PBG11294,,,15,0,0,,,,,,-30,-40,-50,,,,,,0,saturated,0,0,0,,,0,15.28,1,15,-175,,7,0,0,0,,,,0,0.0,0,,0,0,0,0,0
34,1,0,-4.21,0.331,False,0,LIS14-11-24,PBG11294,2.47,0.476,15,0,0,7.369,0.711,15.752,19.272,22.371,-30,-40,-50,17.73,2.36,0.496,6.63,3.25,0,unavailable,0,0,0,,,0,15.28,1,15,-175,7.6,7,0,0,0,,,,0,0.0,0,1.54,19509,0,0,8058,11664
34,2,0,17.05,2.585,False,0,LIS14-11-24,PBG11294,11.687,0.617,15,0,0,47.085,1.005,118.021,143.015,169.714,-30,-40,-50,15.532,15.171,0.737,11.0,0.4,0,saturated,0,0,0,,,0,15.28,1,15,-175,28.38,7,0,0,0,,,,0,0.0,0,4.19,0,0,0,0,0
34,3,0,,,False,0,LIS14-11-24,PBG11294,,,15,0,0,,,,,,-30,-40,-50,,,,,,0,saturated,0,0,0,,,0,15.28,1,15,-175,,7,0,0,0,,,,0,0.0,0,,0,0,0,0,0
34,4,0,-5.51,0.023,False,0,LIS14-11-24,PBG11294,0.103,0.4,15,0,0,0.536,0.574,1.423,1.467,0.96,-30,-40,-50,-77.658,0.3,0.488,1.71,75.34,0,zero,0,0,0,,,0,15.28,1,15,-175,1.72,7,0,0,0,,,,0,0.0,0,0.67,0,0,0,0,56073
35,1,432,,,False,121,LIS14-11-24,PBG11294,6.112,0.659,15,2,1,,,,,,-30,-40,-50,,6.021,0.641,13.45,1.06,0,single_pore,0,6030,189,229.18,1.22,0,15.28,1,15,-175,16.71,7,36041,7173,0,111.54,75.1,2.2,49797,0.0,0,2.21,4062,0,0,215,0
35,2,2056,1.21,0.907,True,181,LIS14-11-24,PBG11294,5.722,0.566,15,1,1,16.825,0.594,41.226,50.24,59.375,-30,-40,-50,15.408,5.699,0.53,7.49,1.14,0,single_pore,0,8166,306,214.1,1.0,0,15.28,1,15,-175,11.94,7,44156,0,0,,,,54559,0.0,0,3.31,0,0,0,0,0
35,3,0,,,False,1307,LIS14-11-24,PBG11294,13.13,0.766,15,0,0,,,,,,-30,-40,-50,,12.275,0.922,11.51,0.54,1764,multiple,0,0,7139,,,0,15.28,1,15,-175,22.68,7,0,0,0,,,,0,0.0,0,5.55,32711,0,0,15511,0
35,4,0,,,False,0,LIS14-11-24,PBG11294,,,15,0,0,,,,,,-30,-40,-50,,,,,,0,saturated,0,0,0,,,0,15.28,1,15,-175,,7,0,0,0,,,,0,0.0,0,,0,0,0,0,0
36,1,2908,4.53,0.907,True,135,LIS14-11-24,PBG11294,5.503,0.498,15,1,1,16.475,0.642,40.806,49.649,58.945,-30,-40,-50,14.898,5.492,0.463,4.68,1.14,0,single_pore,0,8079,1073,214.18,0.9,0,15.28,1,15,-175,10.32,7,40306,0,0,,,,51428,0.0,0,6.1,0,0,0,994,496
36,2,4699,3.59,0.908,True,25,LIS14-11-24,PBG11294,5.42,0.442,15,3,1,16.355,0.626,40.685,49.585,58.844,-30,-40,-50,14.737,5.385,0.455,4.2,1.15,0,single_pore,0,9857,462,213.6,1.0,0,15.28,1,15,-175,9.97,7,35312,0,0,,,,49893,0.0,0,5.33,0,0,0,1529,0
36,3,1325,1.5,0.9,True,68,LIS14-11-24,PBG11294,4.973,0.474,15,2,1,15.955,0.643,40.3,49.224,58.298,-30,-40,-50,14.754,4.954,0.456,4.44,1.14,0,single_pore,0,2059,161,214.26,1.0,0,15.28,1,15,-175,10.17,7,53847,0,0,,,,57299,0.0,0,5.94,0,0,0,60,0
36,4,809,2.38,0.917,True,19,LIS14-11-24,PBG11294,5.374,0.491,15,4,1,16.437,0.587,40.676,49.726,59.014,-30,-40,-50,14.316,5.333,0.484,4.44,1.15,0,single_pore,0,3049,806,213.49,0.95,0,15.28,1,15,-175,10.21,7,32066,12047,0,106.8,57.5,2.03,47990,0.0,0,5.81,4011,0,0,303,0
37,1,2049,4.39,0.908,True,194,LIS14-11-24,PBG11294,6.606,0.43,15,1,1,17.554,0.702,42.543,51.406,60.708,-30,-40,-50,16.749,6.542,0.474,4.05,1.13,0,single_pore,0,4409,997,215.83,0.89,0,15.28,1,15,-175,10.15,7,39271,0,0,,,,45923,0.0,0,4.54,4008,0,0,2757,496
37,2,1105,17.89,0.921,True,53,LIS14-11-24,PBG11294,7.446,0.685,15,2,1,18.584,0.838,43.015,51.327,61.428,-30,-40,-50,16.222,7.546,0.699,4.17,1.16,0,single_pore,0,4159,163,204.98,1.22,0,15.28,1,15,-175,9.98,7,36062,12031,0,116.54,67.0,2.12,53410,0.0,0,5.14,0,0,0,0,0
37,3,1857,1.38,0.909,True,54,LIS14-11-24,PBG11294,5.926,0.603,15,3,1,16.951,1.003,41.341,50.361,59.519,-30,-40,-50,15.458,5.993,0.442,3.95,1.14,0,single_pore,0,9913,333,213.26,1.06,0,15.28,1,15,-175,9.96,7,43101,0,0,,,,54925,0.0,0,4.47,0,0,0,83,0
37,4,1137,5.8,0.917,True,834,LIS14-11-24,PBG11294,6.58,0.425,15,0,0,17.605,0.489,41.965,50.84,60.295,-30,-40,-50,15.664,6.354,0.535,4.13,1.14,3381,saturated,0,544,13562,215.79,0.92,0,15.28,1,15,-175,10.04,7,3402,0,0,,,,0,0.0,0,5.01,0,0,0,10414,0
38,1,0,,,False,0,LIS14-11-24,PBG11294,,,15,0,0,,,,,,-30,-40,-50,,,,,,0,saturated,0,0,0,,,0,15.28,1,15,-175,,7,0,0,0,,,,0,0.0,0,,0,0,0,0,0
38,2,0,1.33,0.909,True,82,LIS14-11-24,PBG11294,5.752,0.444,15,1,1,16.649,0.506,40.786,49.809,58.965,-30,-40,-50,14.846,5.642,0.438,3.84,1.14,0,single_pore,0,2751,289,213.42,0.92,0,15.28,1,15,-175,9.85,7,36045,0,0,,,,38878,0.0,0,4.16,12015,0,0,597,46
38,3,1488,5.01,0.91,True,3,LIS14-11-24,PBG11294,5.253,0.497,15,2,1,16.196,0.542,40.655,49.504,58.854,-30,-40,-50,14.573,5.155,0.498,3.85,1.15,0,single_pore,0,4502,271,214.49,1.04,0,15.28,1,15,-175,9.94,7,49503,0,0,,,,55496,0.0,0,4.17,0,0,0,0,0
38,4,0,,,False,0,LIS14-11-24,PBG11294,,,15,0,0,,,,,,-30,-40,-50,,,,,,0,saturated,0,0,0,,,0,15.28,1,15,-175,,7,0,0,0,,,,0,0.0,0,,0,0,0,0,0
39,1,0,5.28,0.083,False,0,LIS14-11-24,PBG11294,0.552,0.498,15,0,0,1.082,0.545,2.283,2.851,3.947,-30,-40,-50,-4.799,0.48,0.455,2.77,15.37,0,zero,0,0,0,,,0,15.28,1,15,-175,2.93,7,0,0,0,,,,0,0.0,0,1.12,0,0,0,4038,39734
39,2,0,2.89,0.911,True,4,LIS14-11-24,PBG11294,6.069,0.442,15,2,1,16.981,0.593,41.359,50.329,59.588,-30,-40,-50,15.32,6.018,0.461,4.09,1.14,0,single_pore,0,1345,164,214.65,1.01,0,15.28,1,15,-175,10.06,7,50445,0,0,,,,51794,0.0,0,4.72,0,0,0,1826,0
39,3,921,-39.67,0.686,True,48,LIS14-11-24,PBG11294,5.528,0.473,15,1,1,16.484,0.66,40.917,49.76,54.636,-30,-40,-50,28.699,5.445,0.491,3.99,1.13,0,single_pore,0,2065,451,216.35,1.04,0,15.28,1,15,-175,10.08,7,51994,0,0,,,,55028,0.0,0,4.44,0,0,0,0,0
39,4,0,5.25,2.547,False,0,LIS14-11-24,PBG11294,9.615,0.553,15,0,0,41.032,0.931,111.879,137.085,162.816,-30,-40,-50,13.892,9.297,0.541,9.12,-0.4,0,saturated,0,0,0,,,0,15.28,1,15,-175,27.48,7,0,0,0,,,,0,0.0,0,5.65,0,0,0,0,0
40,1,0,23.89,0.113,False,224,LIS14-11-24,PBG11294,0.285,0.465,15,0,0,1.045,0.63,2.173,2.107,4.43,-30,-40,-50,-21.268,0.733,0.458,3.44,10.98,0,other,0,467,52073,206.86,3.34,0,15.28,1,15,-175,3.81,7,0,0,0,,,,691,0.0,0,1.08,0,0,0,1849,0
40,2,575,4.84,0.907,True,32,LIS14-11-24,PBG11294,5.855,0.557,15,1,1,16.859,0.548,41.3,50.129,59.442,-30,-40,-50,15.428,5.809,0.5,5.48,1.15,0,single_pore,0,4069,419,212.91,0.96,0,15.28,1,15,-175,10.63,7,45707,0,0,,,,50383,0.0,0,5.42,0,0,0,4287,0
40,3,2261,2.01,0.918,True,70,LIS14-11-24,PBG11294,5.497,0.464,15,2,1,16.499,0.542,40.815,49.893,59.172,-30,-40,-50,14.429,5.443,0.502,4.59,1.14,0,single_pore,0,2570,34,215.08,1.01,0,15.28,1,15,-175,10.32,7,46710,4006,0,94.66,63.7,1.87,55617,0.0,0,6.01,0,0,0,0,0
40,4,506,5.28,1.015,False,87,LIS14-11-24,PBG11294,4.576,0.467,15,3,1,17.757,0.825,44.559,54.445,64.859,-30,-40,-50,13.802,5.734,0.476,5.4,1.02,0,single_pore,0,895,1968,242.93,1.63,0,15.28,1,15,-175,11.6,7,24019,0,4000,,,,25507,0.0,0,6.28,5425,0,0,15568,0
41,1,0,-0.37,0.001,False,0,LIS14-11-24,PBG11294,0.065,0.433,15,0,0,0.099,0.434,0.021,0.047,0.036,-30,-40,-50,-24.736,0.041,0.426,0.0,3484.28,0,zero,0,0,0,,,0,15.28,1,15,-175,0.25,7,0,0,0,,,,0,0.0,0,1.63,0,0,0,0,56375
41,2,0,-0.57,0.0,False,0,LIS14-11-24,PBG11294,0.061,0.427,15,0,0,0.066,0.43,0.035,0.066,0.04,-30,-40,-50,-35.758,0.035,0.436,0.01,1046.84,0,zero,0,0,0,,,0,15.28,1,15,-175,0.25,7,0,0,0,,,,0,0.0,0,1.25,0,0,0,0,52235
41,3,0,0.12,0.001,False,0,LIS14-11-24,PBG11294,-0.402,0.434,15,0,0,-0.412,0.437,-0.398,-0.414,-0.418,-30,-40,-50,326.071,-0.443,0.429,0.01,-1621.68,0,zero,0,0,0,,,0,15.28,1,15,-175,0.25,7,0,0,0,,,,0,0.0,0,1.34,0,0,0,0,56312
41,4,0,0.22,0.001,False,0,LIS14-11-24,PBG11294,-0.212,0.426,15,0,0,-0.249,0.427,-0.257,-0.262,-0.245,-30,-40,-50,-240.175,-0.271,0.429,-0.0,21452.32,0,zero,0,0,0,,,0,15.28,1,15,-175,0.25,7,0,0,0,,,,0,0.0,0,1.37,0,0,0,0,56226
42,1,0,-0.51,0.002,False,0,LIS14-11-24,PBG11294,-0.04,0.322,15,0,0,0.005,0.328,-0.014,-0.005,-0.047,-30,-40,-50,-32.577,-0.008,0.323,0.01,-1190.81,0,zero,0,0,0,,,0,15.28,1,15,-175,0.19,7,0,0,0,,,,0,0.0,0,1.69,0,0,0,0,56485
42,2,0,0.43,0.0,False,0,LIS14-11-24,PBG11294,-0.056,0.322,15,0,0,0.027,0.329,0.006,-0.018,0.001,-30,-40,-50,-39.428,0.002,0.336,0.0,-5811.77,0,zero,0,0,0,,,0,15.28,1,15,-175,0.19,7,0,0,0,,,,0,0.0,0,1.4,0,0,0,0,52401
42,3,0,-0.22,0.001,False,0,LIS14-11-24,PBG11294,-0.476,0.348,15,0,0,-0.431,0.345,-0.493,-0.496,-0.521,-30,-40,-50,258.166,-0.489,0.357,0.01,15069.06,0,zero,0,0,0,,,0,15.28,1,15,-175,0.21,7,0,0,0,,,,0,0.0,0,1.55,0,0,0,0,56248
42,4,0,0.25,0.003,False,0,LIS14-11-24,PBG11294,-0.272,0.324,15,0,0,-0.235,0.325,-0.222,-0.263,-0.279,-30,-40,-50,43.972,-0.254,0.331,0.01,-36208.6,0,zero,0,0,0,,,0,15.28,1,15,-175,0.19,7,0,0,0,,,,0,0.0,0,1.28,0,0,0,0,56543
43,1,0,,,False,0,LIS14-11-24,PBG11294,,,15,0,0,,,,,,-30,-40,-50,,,,,,0,saturated,0,0,0,,,0,15.28,1,15,-175,,7,0,0,0,,,,0,0.0,0,,0,0,0,0,0
43,2,1766,3.11,0.903,True,21,LIS14-11-24,PBG11294,5.254,0.412,15,1,1,16.084,0.526,40.291,49.17,58.36,-30,-40,-50,14.534,5.097,0.45,3.76,1.15,0,single_pore,0,7146,93,212.45,0.88,0,15.28,1,15,-175,9.78,7,36311,0,0,,,,45244,0.0,0,4.05,8378,0,0,0,0
43,3,0,-0.6,0.002,False,0,LIS14-11-24,PBG11294,-0.478,0.356,15,0,0,-0.493,0.347,-0.51,-0.498,-0.546,-30,-40,-50,109.423,-0.563,0.341,0.02,28090.14,0,zero,0,0,0,,,0,15.28,1,15,-175,0.2,7,0,0,0,,,,0,0.0,0,1.57,0,0,0,0,56335
43,4,0,,,False,0,LIS14-11-24,PBG11294,,,15,0,0,,,,,,-30,-40,-50,,,,,,0,saturated,0,0,0,,,0,15.28,1,15,-175,,7,0,0,0,,,,0,0.0,0,,0,0,0,0,0
44,1,0,7.14,1.77,False,0,LIS14-11-24,PBG11294,10.875,0.591,15,0,0,32.622,1.083,80.678,98.022,116.08,-30,-40,-50,15.503,11.191,0.485,5.45,-0.58,0,saturated,0,0,0,,,0,15.28,1,15,-175,18.84,7,0,0,0,,,,0,0.0,0,9.37,0,0,0,0,0
44,2,607,,,False,14,LIS14-11-24,PBG11294,7.009,0.75,15,2,1,,,,,,-30,-40,-50,,6.974,0.712,14.34,1.09,0,single_pore,0,4714,20,221.49,1.15,0,15.28,1,15,-175,17.25,7,42950,0,0,,,,48285,0.0,0,1.98,8004,0,0,766,0
44,3,0,1.13,0.907,True,0,LIS14-11-24,PBG11294,5.65,0.645,15,1,1,16.79,0.748,41.457,50.471,59.598,-30,-40,-50,15.684,5.65,0.535,7.32,1.14,0,single_pore,0,1164,13,216.75,0.96,0,15.28,1,15,-175,11.82,7,37623,0,0,,,,38787,0.0,0,3.35,0,0,0,0,13642
44,4,0,20.08,0.907,True,0,LIS14-11-24,PBG11294,6.128,0.508,15,0,0,17.059,0.578,41.365,49.429,59.501,-30,-40,-50,15.023,5.96,0.467,6.13,1.15,0,unavailable,0,0,3,,,0,15.28,1,15,-175,11.09,7,0,0,0,,,,0,0.0,0,4.44,30675,0,0,12046,571
45,1,0,-15.58,1.172,False,0,LIS14-11-24,PBG11294,8.94,0.573,15,0,0,27.688,1.004,65.361,77.856,88.793,-30,-40,-50,25.912,9.691,0.631,5.16,0.75,4736,saturated,0,0,3231,,,0,15.28,1,15,-175,14.82,7,0,0,0,,,,0,0.0,0,3.32,0,0,0,80,0
45,2,846,3.15,0.911,True,88,LIS14-11-24,PBG11294,6.064,0.496,15,2,1,16.904,0.557,41.253,50.203,59.468,-30,-40,-50,15.232,5.984,0.481,4.26,1.15,0,single_pore,0,2265,1059,213.92,1.15,0,15.28,1,15,-175,10.08,7,52139,0,0,,,,55338,0.0,0,5.32,0,0,0,106,0
